,tc,return,sigma_garch,sigma_egarch,sigma_roll20
2018-01-02,3.258596317783898,0.0026450208565840347,22.7531721893855,22.7531721893855,
2018-01-03,3.2566015805158215,-0.0006121461738570344,19.237782692935347,20.005308025353177,
2018-01-04,3.267008837019449,0.0031957414029072156,16.26551718820736,17.77056730704046,
2018-01-05,3.2906998666243013,0.0072515964255751115,13.75250027840579,15.93726349284803,
2018-01-08,3.2871376929878195,-0.001082497274397708,11.627887362045874,14.421288747594026,
2018-01-09,3.2837220645459535,-0.0010390889463352936,9.831375741697121,13.151099687261429,
2018-01-10,3.307879597605042,0.0073567532769949215,8.312432082305357,12.081647207905858,
2018-01-11,3.3205632396308413,0.003834372337790615,7.028443619519234,11.178731689578111,
2018-01-12,3.313315648114139,-0.002182639207168927,5.942650340817228,10.40557157921929,
2018-01-15,3.321989949604568,0.0026180124116356044,5.024564342180477,9.742173280877811,
2018-01-16,3.3152362507548134,-0.0020330280802200434,4.248354090236946,9.168168561152926,
2018-01-17,3.3086552862060405,-0.0019850665385534308,3.5920600366597917,8.671204603189501,
2018-01-18,3.312376292333174,0.0011246279244158494,3.037178013690215,8.23791827470644,
2018-01-19,3.286147624018227,-0.007918384265596747,2.5680069438218567,7.856438471472544,
2018-01-22,3.2601447946554303,-0.007912860996488379,2.1723540952410505,7.532325634377322,
2018-01-23,3.251236112233186,-0.002732603299353231,1.8380306154236408,7.246454745375396,
2018-01-24,3.235464800061323,-0.004850866448155342,1.554325093839855,6.985573852507823,
2018-01-25,3.2406878972469833,0.0016143266913493594,1.3149414359684948,6.757269451579319,
2018-01-26,3.227080791318582,-0.004198832581181417,1.112006182146349,6.547846106989933,
2018-01-29,3.2059485481713135,-0.006548408457612335,0.9410395920688301,6.366184987254565,0.0702962681640981
2018-01-30,3.2291855445996225,0.00724808775910113,0.7977777913409508,6.207327251602325,0.07492429969218425
2018-01-31,3.2257121468590237,-0.0010756265605138802,0.6775434043123089,6.060400859466209,0.07495626230658446
2018-02-01,3.2270422912484715,0.0004123568157632497,0.5732089730962625,5.92447918476681,0.0737950714715246
2018-02-02,3.205555683394604,-0.0066582975724048445,0.48498452299263783,5.800811188403329,0.0706025255234866
2018-02-05,3.1972028691771626,-0.002605730501176662,0.4142984227393643,5.699378994339685,0.07074704051277228
2018-02-06,3.1991609061795288,0.0006124218832789819,0.35143241885139676,5.60148410722427,0.07109358554584269
2018-02-07,3.1824116390326336,-0.005235518824496208,0.29771028274670003,5.509384981761071,0.06451833981095205
2018-02-08,3.188279576765055,0.0018438650928907856,0.25620993157172656,5.433711740255609,0.06251806790046881
2018-02-09,3.1798289782907103,-0.0026505199029372476,0.21791193128553385,5.358366493247989,0.06255594161556859
2018-02-12,3.1759571809438167,-0.0012176118191660965,0.1864551439670641,5.292701698290661,0.060199801265215507
2018-02-13,3.1679812410603616,-0.0025113499424084707,0.1589787172107472,5.230803457929183,0.06020210358249684
2018-02-14,3.1930225655219537,0.007904505284637004,0.13724337436549466,5.176551033989874,0.07020930600773524
2018-02-15,3.193077806718781,1.7300597065472896e-05,0.13515900768513012,5.129442909992614,0.06971252132116965
2018-02-16,3.1782270370502466,-0.004650926337368154,0.11564688692742957,5.080334646024744,0.06682861653016298
2018-02-19,3.190287623909236,0.0037947530866714353,0.10690889711709188,5.042880270251079,0.06520106091099696
2018-02-20,3.173100122459115,-0.005387445734143585,0.09757014784341592,5.004380598495551,0.06675896272620178
2018-02-21,3.1763940468788747,0.0010380776819632332,0.09594414344541516,4.974747840088229,0.06576119445394743
2018-02-22,3.1490900692273054,-0.0085959037980184,0.08350433690247924,4.940010708504339,0.07038211773123117
2018-02-23,3.1287383957783916,-0.0064627155786329445,0.10299074406303452,4.921028328408551,0.07200625517417701
2018-02-26,3.1321185095203963,0.0010803439963422245,0.10439200644284015,4.900307982744528,0.07002826052985281
2018-02-27,3.143667391136506,0.0036872428616622527,0.090494503057803,4.872008933278901,0.06534522081403896
2018-02-28,3.146506855549856,0.0009032330905476254,0.08453285551540186,4.848181698413488,0.06582438830376211
2018-03-01,3.14507550004013,-0.00045490303229479834,0.07403999682500491,4.824178524178346,0.06560830789647129
2018-03-02,3.1411065868003436,-0.00126194529820851,0.06518229220068603,4.802209302882802,0.062459009398283416
2018-03-05,3.1213167688855643,-0.0063002694648887575,0.058878577959666195,4.783365209165042,0.06503637279577924
2018-03-06,3.1113611547486406,-0.0031895558426382592,0.07512876155101818,4.774077683041132,0.06503726384904837
2018-03-07,3.1051979819052375,-0.001980860638436811,0.0712789703784075,4.760641716068198,0.0634875204932955
2018-03-08,3.1197374626603627,0.004682303943210701,0.06502984022781687,4.746414843245637,0.06605186375304627
2018-03-09,3.1247042665127327,0.001592058277921328,0.07009179349598114,4.7339434524096005,0.06642777704399724
2018-03-12,3.101441518206594,-0.007444783992982728,0.06331763037005662,4.720062210237423,0.0704228738562631
2018-03-13,3.1063548141788733,0.0015841975234536945,0.08462890765419552,4.717868995679623,0.07089265443028793
2018-03-14,3.1012332180710502,-0.0016487479422650575,0.07493465225798684,4.705313125617344,0.0626595367671772
2018-03-15,3.0923365062803905,-0.002868765798979023,0.06726366009754327,4.695151333513557,0.06260065163757585
2018-03-16,3.100694079169635,0.00270267251713086,0.06434669047733604,4.687760780666543,0.06327670101363361
2018-03-19,3.1143962089111445,0.00441905244169666,0.06164080549815223,4.678574163178889,0.06396879196078745
2018-03-20,3.126974535296233,0.004038768846782656,0.06658737151322704,4.671502649721677,0.06452405771930066
2018-03-21,3.116049092726828,-0.003493933975503221,0.06823698147893459,4.664710180209029,0.06488691201126312
2018-03-22,3.112214710311386,-0.001230526959408887,0.06723459423401558,4.660812718685848,0.058310716582014685
2018-03-23,3.116704999692829,0.0014427955007620622,0.060459358078591145,4.6536456555270895,0.05435501760562578
2018-03-26,3.1291205874434938,0.003983562047703771,0.055476316396405566,4.646257686573625,0.05619853900722959
2018-03-27,3.1233231140280964,-0.0018527484810465353,0.0604560279965494,4.641487093068921,0.054744565744772364
2018-03-28,3.121284255113296,-0.0006527851395340705,0.056341587049783995,4.636885222966294,0.054562162871527035
2018-03-29,3.1082907814850875,-0.004162861362890145,0.051135961948470636,4.630755690161747,0.056178191214772855
2018-03-30,3.0939815422858876,-0.004603571610621134,0.05855811156121846,4.6306936923777045,0.05793916791779144
2018-04-02,3.1043470240507935,0.003350208016188752,0.06548722037392711,4.6313363936984615,0.05576181103531514
2018-04-03,3.121474316432763,0.0055171964504215215,0.064706813078543,4.627279685190689,0.0582193428941494
2018-04-04,3.120784545164005,-0.00022097611539749934,0.074125223995271,4.625271907070199,0.0576902924361084
2018-04-05,3.133699650366182,0.004138416162753211,0.06516442219441353,4.619402429235724,0.0571668327728635
2018-04-06,3.1385778161786635,0.0015566794386028622,0.06768155516533778,4.61694101577728,0.05715578521460964
2018-04-09,3.130777096619435,-0.0024854313055480055,0.06134930632724318,4.612631691433392,0.050668955271022435
2018-04-10,3.135467818531712,0.0014982612199833962,0.058730752920146984,4.611380210764329,0.05064493150459817
2018-04-11,3.154187961969147,0.005970446683200619,0.054240693950068114,4.607475437480669,0.053552516250392895
2018-04-12,3.153979474716755,-6.609855053219832e-05,0.07055911536650608,4.607435261777087,0.05186715765163104
2018-04-13,3.173724450571278,0.006260337460279899,0.06224440216350953,4.602766741473232,0.05487327287829825
2018-04-16,3.1389573386707843,-0.010954672480856227,0.07680976572326542,4.603338081913509,0.0682953286454542
2018-04-17,3.15244708355683,0.004297524123650029,0.11468317849046634,4.616302366894975,0.06848401317532431
2018-04-18,3.1540892741203295,0.0005209256555216079,0.10508893517807684,4.61421883422355,0.0669096778373592
2018-04-19,3.149755094720931,-0.0013741460760038522,0.09071537359665006,4.609308988318506,0.0669641473659607
2018-04-20,3.151363293465157,0.0005105789802265319,0.07958324721797994,4.6065635094603,0.0668917597152317
2018-04-23,3.123317270250753,-0.008899647740570458,0.06972340304324628,4.602265597072635,0.07345994734489412
2018-04-24,3.1201081230594454,-0.0010274803721909832,0.09736154268322793,4.612046613137712,0.07325431606225738
2018-04-25,3.125761366143866,0.0018118740958494115,0.08465972679352769,4.608529341689161,0.07350346793466037
2018-04-26,3.147665231398955,0.007007529586978857,0.075329074424669,4.605104259414789,0.07561218236446011
2018-04-27,3.139892842519857,-0.002469255244034766,0.0888743474307159,4.606079450724533,0.07401154488773198
2018-04-30,3.128008417252794,-0.0037849779795433016,0.0799966015583374,4.605333371311521,0.07500998361998014
2018-05-01,3.1208413610477352,-0.0022912522119597277,0.07693368244953513,4.606736527571214,0.0730261842066205
2018-05-02,3.134222226999562,0.004287582867504207,0.07016591444408411,4.605654708202328,0.07458234048257933
2018-05-03,3.139196945373088,0.0015872257974152823,0.07179785442957085,4.604426482476072,0.07334659220303306
2018-05-04,3.132068857726011,-0.0022706723315282437,0.06466118071743261,4.6011553935388685,0.07359471254365366
2018-05-07,3.1392833341992454,0.0023034220513504567,0.06061576821388595,4.600492762826365,0.07349353023692291
2018-05-08,3.1408237207046827,0.0004906809425757621,0.05764320292380144,4.59810802787008,0.07333447336415876
2018-05-09,3.1535231536450867,0.0040433446986176715,0.052034924481213954,4.594478202990423,0.07158503185489448
2018-05-10,3.144658787749793,-0.002810940482567188,0.058522704186510115,4.593960258637881,0.07227791713835577
2018-05-11,3.1407173157955834,-0.0012533862082474655,0.05771407951838581,4.594737128483174,0.06826537698490175
2018-05-14,3.136091985097823,-0.0014726988240865541,0.053000227862302074,4.592978950287814,0.056275125186975326
2018-05-15,3.118597452384235,-0.005578450120952763,0.04978840218327411,4.591710820299319,0.0570928676788273
2018-05-16,3.122616922241761,0.0012888710129784686,0.06574429216473231,4.5970657454662796,0.05734549202801177
2018-05-17,3.126101796349176,0.0011160107673129486,0.05936514706069955,4.594153238391955,0.05752017712083495
2018-05-18,3.126413593974063,9.974007412385783e-05,0.05407247251307025,4.591338887822693,0.05745515279069044
2018-05-21,3.123913293917254,-0.0007997342583298235,0.04904986264313501,4.5879456358277695,0.04795429245998297
2018-05-22,3.1079908871322406,-0.005096942612337061,0.045616370264793614,4.586015834895125,0.05119266022388869
2018-05-23,3.103201365017217,-0.001541034799958168,0.06056861675437757,4.591065710549049,0.05083626425372421
2018-05-24,3.099438119473079,-0.0012126978244341947,0.05575060041856674,4.5900605249772415,0.04277648784044041
2018-05-25,3.0905172047838216,-0.002878236101314531,0.0514057866033774,4.588615399848801,0.043016149940631895
2018-05-28,3.0889261838430113,-0.00051480733980299,0.052906872776313355,4.5899308487034025,0.0415357739826214
2018-05-29,3.0936617002384366,0.0015330623373893022,0.048322565647389536,4.5873888026060845,0.04171915121009755
2018-05-30,3.114522648041372,0.006743125080976816,0.046401545583051394,4.585451229033166,0.046086959777034114
2018-05-31,3.116909580024792,0.0007663877432135168,0.07155553840240439,4.5878055150709365,0.045729217549920397
2018-06-01,3.1202258120842403,0.0010639487525404539,0.06338351118667884,4.585226103398376,0.04540456895587753
2018-06-04,3.119610410656453,-0.00019722977273102114,0.057168938710819774,4.583090733007926,0.044443975693375604
2018-06-05,3.0981551186533345,-0.0068775549439852954,0.051519008171555185,4.5805963315170315,0.0500272938723882
2018-06-06,3.0980705713375154,-2.728956833391639e-05,0.07489951114072695,4.588914508214814,0.046921246769245625
2018-06-07,3.09905006560838,0.00031616267231822885,0.06576803967077229,4.5856810294228465,0.04652795082359382
2018-06-08,3.1283538001687314,0.009455715119142106,0.05843212862627027,4.582915767355446,0.05882263395267159
2018-06-11,3.1258644316938082,-0.0007957439068397793,0.09580168290036666,4.587629361988399,0.05867584786696732
2018-06-12,3.1302563180052863,0.0014050149670433707,0.08319571378314584,4.585718740178257,0.05525406266163264
2018-06-13,3.13004415797056,-6.777720837307522e-05,0.07351725373539932,4.583814247638535,0.055106631926832565
2018-06-14,3.115242209999392,-0.004728990143309986,0.06464562204964351,4.581056168568552,0.05756282254948523
2018-06-15,3.1304779809036267,0.004890717920850675,0.07006284128856496,4.5859215921358665,0.06030494177965869
2018-06-18,3.1408316505134524,0.003307376596476629,0.074446089223221,4.586767110782659,0.06127214853445754
2018-06-19,3.1516322422220027,0.003438768106779754,0.07115250078983938,4.586287630776685,0.058783347551772724
2018-06-20,3.1398100375879743,-0.0037511371014826364,0.06916311830594617,4.585951107774812,0.06040398377751668
2018-06-21,3.158628310262111,0.005993443058291651,0.06888618279552318,4.588867953442663,0.06291019204192974
2018-06-22,3.13937147313917,-0.006096582196891305,0.07929335704934908,4.590351159282783,0.06644802264700032
2018-06-25,3.1480913970297153,0.00277760181143079,0.08648364165275331,4.596639571193588,0.06661621423668786
2018-06-26,3.1793262118391197,0.009921825916132844,0.07884142089621123,4.5949425551735565,0.07384094953903922
2018-06-27,3.163364032268044,-0.0050206171080012735,0.10876363171706044,4.599054793706919,0.07430758781736246
2018-06-28,3.154398693175113,-0.002834115517998902,0.10286930612327458,4.60292910603198,0.07541280038336934
2018-06-29,3.1562242188745535,0.0005787238320222178,0.09196057713915139,4.603017297431395,0.07539361469939196
